fecha,cultivo,precio_s_ton,temperatura,precipitacion_mm,costo_transporte,nivel_plaga
2019-04-01,Cebolla,1042.75,23.8,8.1,130.8,1
2019-04-01,Cebolla,301.07,25.7,5.0,130.2,0
2019-04-01,Cebolla,930.99,24.5,6.2,140.2,0
2019-04-01,Cebolla,555.12,22.3,7.3,121.2,0
2019-04-01,Cebolla,590.94,24.2,4.8,117.2,0
2019-04-01,Cebolla,945.11,22.3,8.6,143.2,1
2019-04-01,Esparrago,2464.49,24.7,13.2,126.2,0
2019-04-01,Esparrago,2371.49,24.2,9.8,131.1,0
2019-04-01,Esparrago,3082.77,23.7,14.7,117.6,0
2019-04-01,Esparrago,3782.99,24.5,15.4,120.1,0
2019-04-01,Esparrago,1810.31,21.2,8.4,114.0,1
2019-04-01,Esparrago,2000.93,24.8,13.3,120.8,0
2019-05-01,Arroz,901.65,24.0,10.2,126.5,0
2019-05-01,Arroz,1237.98,26.1,11.3,135.9,1
2019-05-01,Arroz,1170.64,23.9,16.4,119.0,1
2019-05-01,Arroz,864.24,23.0,7.7,126.7,0
2019-05-01,Arroz,848.49,25.7,7.4,110.5,0
2019-05-01,Arroz,990.85,23.7,7.8,121.3,0
2019-05-01,Maiz,737.56,25.7,8.4,129.8,2
2019-05-01,Maiz,815.36,25.2,13.3,125.0,0
2019-05-01,Maiz,537.85,24.9,2.9,126.4,2
2019-05-01,Maiz,500.84,23.2,12.1,119.9,0
2019-05-01,Maiz,841.1,25.6,8.7,121.6,0
2019-05-01,Maiz,682.16,22.1,5.8,126.2,0
2019-05-01,Cebolla,1241.41,25.0,11.9,121.4,0
2019-05-01,Cebolla,1042.68,25.0,14.4,121.2,0
2019-05-01,Cebolla,512.63,25.0,12.8,133.7,0
2019-05-01,Cebolla,564.12,24.2,5.0,129.4,1
2019-05-01,Cebolla,877.96,23.4,9.3,120.7,1
2019-05-01,Cebolla,334.9,22.1,10.8,124.4,0
2019-05-01,Esparrago,3626.47,26.2,11.2,127.8,1
2019-05-01,Esparrago,3260.26,22.5,11.5,124.5,0
2019-05-01,Esparrago,2863.62,21.8,7.2,131.4,0
2019-05-01,Esparrago,2081.61,26.2,9.6,123.4,2
2019-05-01,Esparrago,3171.03,25.9,9.9,119.5,0
2019-05-01,Esparrago,3233.43,23.8,16.6,120.6,1
2019-06-01,Arroz,685.21,25.2,4.8,121.9,1
2019-06-01,Arroz,916.06,26.0,7.1,127.2,0
2019-06-01,Arroz,751.13,24.1,13.9,120.6,0
2019-06-01,Arroz,962.1,23.9,6.4,128.4,1
2019-06-01,Arroz,898.17,24.2,12.6,125.8,0
2019-06-01,Arroz,920.64,21.4,12.2,116.2,0
2019-06-01,Maiz,594.18,25.2,16.6,123.4,0
2019-06-01,Maiz,625.96,24.4,7.7,133.4,1
2019-06-01,Maiz,610.23,23.9,16.1,127.5,2
2019-06-01,Maiz,730.44,24.9,6.7,129.8,0
2019-06-01,Maiz,599.97,25.8,7.6,124.2,1
2019-06-01,Maiz,770.0,24.9,4.7,115.3,1
2019-06-01,Cebolla,283.22,24.8,15.8,127.3,0
2019-06-01,Cebolla,873.91,25.6,3.9,123.8,0
2019-06-01,Cebolla,527.47,23.3,11.7,122.6,0
2019-06-01,Cebolla,420.4,22.6,6.7,130.5,0
2019-06-01,Cebolla,670.88,24.9,14.0,130.1,0
2019-06-01,Cebolla,673.17,24.5,12.2,110,0
2019-06-01,Esparrago,1982.57,26.7,14.2,117.4,2
2019-06-01,Esparrago,3500.06,25.1,4.7,127.6,1
2019-06-01,Esparrago,2354.6,23.3,3.5,129.1,2
2019-06-01,Esparrago,2693.71,21.0,5.7,127.4,1
2019-06-01,Esparrago,2024.0,23.2,6.2,124.8,0
2019-06-01,Esparrago,2375.13,23.5,14.5,123.1,0
2019-07-01,Arroz,1216.26,18.4,5.4,118.1,0
2019-07-01,Arroz,1091.74,20.3,2.3,134.7,0
2019-07-01,Arroz,947.44,19.4,3.7,130.1,0
2019-07-01,Arroz,1005.36,18.9,1.2,115.6,1
2019-07-01,Arroz,1288.77,18.3,1.1,120.2,0
2019-07-01,Arroz,1105.66,22.7,5.7,112.3,0
2019-07-01,Maiz,683.46,20.2,1.7,124.9,0
2019-07-01,Maiz,414.06,22.2,4.3,133.2,1
2019-07-01,Maiz,590.65,21.1,2.1,123.0,0
2019-07-01,Maiz,847.71,20.1,4.4,116.3,0
2019-07-01,Maiz,641.45,21.8,6.5,123.5,0
2019-07-01,Maiz,561.24,20.9,6.3,124.0,0
2019-07-01,Cebolla,860.97,18.2,3.4,129.1,1
2019-07-01,Cebolla,502.66,21.9,5.1,115.9,0
2019-07-01,Cebolla,1050.95,18.1,6.8,128.3,0
2019-07-01,Cebolla,639.54,19.8,4.4,126.4,0
2019-07-01,Cebolla,887.81,21.2,3.5,133.8,0
2019-07-01,Cebolla,442.89,18.6,4.6,122.8,1
2019-07-01,Esparrago,2062.53,19.5,2.2,124.4,0
2019-07-01,Esparrago,3008.79,21.5,1.9,117.4,0
2019-07-01,Esparrago,2768.46,20.3,4.1,145.9,1
2019-07-01,Esparrago,2602.58,17.8,5.3,130.0,0
2019-07-01,Esparrago,3506.28,21.7,5.5,126.9,0
2019-07-01,Esparrago,3298.22,21.8,2.5,142.6,0
2019-08-01,Arroz,1252.24,21.8,1.6,133.5,0
2019-08-01,Arroz,1137.93,19.0,2.4,126.7,0
2019-08-01,Arroz,779.57,18.0,3.8,136.6,0
2019-08-01,Arroz,1119.65,17.8,5.3,118.3,0
2019-08-01,Arroz,842.29,18.6,5.9,110.7,0
2019-08-01,Arroz,897.74,20.5,3.6,126.6,0
2019-08-01,Maiz,461.48,20.2,2.5,130.0,2
2019-08-01,Maiz,573.1,18.5,5.3,121.2,1
2019-08-01,Maiz,746.87,21.6,3.3,126.3,1
2019-08-01,Maiz,681.77,23.0,5.1,122.1,2
2019-08-01,Maiz,641.46,18.0,3.6,126.6,2
2019-08-01,Maiz,709.77,19.2,4.8,138.2,1
2019-08-01,Cebolla,675.8,18.6,2.2,132.5,0
2019-08-01,Cebolla,415.68,18.2,7.2,116.6,0
2019-08-01,Cebolla,644.57,18.1,0.8,132.7,0
2019-08-01,Cebolla,708.73,18.6,1.8,134.5,1
2019-08-01,Cebolla,362.85,20.3,3.2,119.8,0
2019-08-01,Cebolla,575.55,19.0,4.2,115.6,2
2019-08-01,Esparrago,2325.05,18.7,7.2,129.4,0
2019-08-01,Esparrago,2279.88,17.9,1.0,132.9,1
2019-08-01,Esparrago,2032.31,17.5,7.0,138.1,1
2019-08-01,Esparrago,1692.94,21.6,3.6,116.6,0
2019-08-01,Esparrago,3168.46,18.7,3.9,131.2,1
2019-08-01,Esparrago,2512.85,22.6,2.0,121.2,1
2019-09-01,Arroz,845.14,19.8,1.9,122.9,2
2019-09-01,Arroz,951.85,21.7,5.8,121.3,0
2019-09-01,Arroz,860.98,19.5,1.1,158.5,0
2019-09-01,Arroz,1151.49,19.3,6.7,130.8,0
2019-09-01,Arroz,1095.84,19.2,1.7,136.0,0
2019-09-01,Arroz,1207.71,21.3,5.7,131.6,0
2019-09-01,Maiz,707.21,21.5,8.8,115.8,0
2019-09-01,Maiz,822.84,21.1,1.8,112.2,0
2019-09-01,Maiz,667.81,20.5,4.1,144.5,0
2019-09-01,Maiz,715.64,22.5,4.5,124.4,2
2019-09-01,Maiz,494.82,21.1,0.4,120.9,0
2019-09-01,Maiz,548.38,19.1,4.3,132.9,0
2019-09-01,Cebolla,670.82,20.1,4.7,128.4,0
2019-09-01,Cebolla,1016.84,20.5,7.1,132.2,0
2019-09-01,Cebolla,967.31,19.1,0.3,122.6,0
2019-09-01,Cebolla,504.21,19.4,5.1,115.8,1
2019-09-01,Cebolla,626.83,20.9,6.2,140.4,1
2019-09-01,Cebolla,307.24,20.3,2.2,117.7,2
2019-09-01,Esparrago,2496.86,16.7,3.4,129.2,0
2019-09-01,Esparrago,1355.93,18.1,2.6,129.7,2
2019-09-01,Esparrago,2365.57,21.9,7.4,140.6,1
2019-09-01,Esparrago,2048.7,19.6,2.2,127.3,0
2019-09-01,Esparrago,2185.51,18.6,4.9,127.9,0
2019-09-01,Esparrago,1801.35,17.9,5.8,128.6,1
2019-10-01,Arroz,1390.94,23.2,5.1,131.2,0
2019-10-01,Arroz,858.3,23.5,6.9,131.8,1
2019-10-01,Arroz,892.22,20.4,3.4,127.4,0
2019-10-01,Arroz,894.46,23.0,5.9,126.2,0
2019-10-01,Arroz,1161.13,23.7,10.8,123.9,0
2019-10-01,Arroz,1450.05,21.9,1.8,134.6,1
2019-10-01,Maiz,798.14,21.2,9.4,136.0,1
2019-10-01,Maiz,703.13,21.8,6.9,132.1,2
2019-10-01,Maiz,896.36,22.8,11.7,137.3,1
2019-10-01,Maiz,556.84,24.4,12.3,144.7,0
2019-10-01,Maiz,694.06,24.0,2.7,125.5,2
2019-10-01,Maiz,453.77,22.1,12.3,117.4,2
2019-10-01,Cebolla,376.72,24.7,3.3,129.2,1
2019-10-01,Cebolla,1128.76,21.9,7.5,137.2,1
2019-10-01,Cebolla,531.34,22.7,10.6,119.5,1
2019-10-01,Cebolla,329.62,24.6,3.4,132.3,0
2019-10-01,Cebolla,580.16,21.9,7.5,134.7,0
2019-10-01,Cebolla,318.43,20.6,5.1,140.1,0
2019-10-01,Esparrago,3030.88,21.1,11.2,131.6,0
2019-10-01,Esparrago,3317.06,22.1,9.5,125.7,0
2019-10-01,Esparrago,2715.57,22.7,11.1,135.8,1
2019-10-01,Esparrago,3244.97,25.5,10.7,129.9,0
2019-10-01,Esparrago,2308.66,25.0,5.7,122.2,0
2019-10-01,Esparrago,1541.45,21.3,8.5,122.2,0
2019-11-01,Arroz,902.36,23.7,6.5,136.7,0
2019-11-01,Arroz,992.52,25.5,6.9,135.9,0
2019-11-01,Arroz,1380.22,21.4,4.3,119.1,1
2019-11-01,Arroz,999.79,21.9,3.1,126.3,1
2019-11-01,Arroz,1153.82,25.1,5.2,129.8,1
2019-11-01,Arroz,1034.01,21.2,10.4,137.1,0
2019-11-01,Maiz,864.61,24.0,2.2,124.8,0
2019-11-01,Maiz,755.51,21.6,10.6,125.5,0
2019-11-01,Maiz,781.05,23.7,11.1,132.8,0
2019-11-01,Maiz,729.28,24.8,7.2,142.0,1
2019-11-01,Maiz,859.42,24.1,10.9,134.6,1
2019-11-01,Maiz,800.86,22.9,3.4,130.8,0
2019-11-01,Cebolla,1303.09,22.0,5.2,127.4,0
2019-11-01,Cebolla,786.6,24.1,2.2,128.7,0
2019-11-01,Cebolla,1052.25,23.5,4.5,136.3,0
2019-11-01,Cebolla,684.92,22.8,12.4,124.8,0
2019-11-01,Cebolla,558.88,23.0,7.1,126.0,0
2019-11-01,Cebolla,1483.74,22.7,4.7,135.6,0
2019-11-01,Esparrago,2109.67,24.3,6.1,127.1,1
2019-11-01,Esparrago,2864.08,20.5,6.6,127.5,0
2019-11-01,Esparrago,1762.83,22.6,9.3,130.1,0
2019-11-01,Esparrago,3516.48,22.7,8.7,137.2,0
2019-11-01,Esparrago,2114.82,24.8,2.2,119.1,0
2019-11-01,Esparrago,1743.91,22.8,4.1,134.7,1
2019-12-01,Arroz,1100.13,21.7,10.6,133.8,0
2019-12-01,Arroz,1114.77,24.0,11.7,121.6,0
2019-12-01,Arroz,769.21,21.6,8.9,129.5,2
2019-12-01,Arroz,1265.4,23.3,10.7,127.2,0
2019-12-01,Arroz,1446.84,22.1,12.9,132.9,0
2019-12-01,Arroz,1337.91,25.2,7.0,115.9,0
2019-12-01,Maiz,713.09,22.2,13.0,125.7,0
2019-12-01,Maiz,685.23,25.9,5.3,133.4,0
2019-12-01,Maiz,481.99,22.5,12.8,137.5,1
2019-12-01,Maiz,524.03,24.8,5.0,133.5,1
2019-12-01,Maiz,858.66,23.5,4.5,140.6,0
2019-12-01,Maiz,674.96,21.6,4.4,131.5,1
2019-12-01,Cebolla,703.18,24.7,3.0,134.7,1
2019-12-01,Cebolla,720.89,22.8,7.3,123.6,2
2019-12-01,Cebolla,750.47,23.7,10.4,135.6,1
2019-12-01,Cebolla,1109.54,22.9,7.3,132.2,0
2019-12-01,Cebolla,702.23,23.5,9.8,132.2,2
2019-12-01,Cebolla,1168.18,23.9,8.7,131.8,0
2019-12-01,Esparrago,2476.4,22.0,4.2,126.0,0
2019-12-01,Esparrago,2733.03,24.7,8.4,134.8,0
2019-12-01,Esparrago,1703.92,22.8,3.6,124.8,0
2019-12-01,Esparrago,2927.21,21.3,11.2,126.7,0
2019-12-01,Esparrago,2077.35,24.5,9.8,136.0,0
2019-12-01,Esparrago,3526.43,24.4,4.9,123.4,0
2020-01-01,Arroz,1167.93,29.5,20.3,118.5,2
2020-01-01,Arroz,917.41,29.3,52.7,122.9,1
2020-01-01,Arroz,1409.67,28.1,49.6,144.1,0
2020-01-01,Arroz,1080.03,29.0,47.1,126.6,1
2020-01-01,Arroz,738.46,30.5,32.4,132.6,2
2020-01-01,Arroz,966.85,29.5,35.4,136.7,1
2020-01-01,Maiz,574.78,30.6,36.3,124.4,0
2020-01-01,Maiz,722.74,27.1,31.2,134.1,1
2020-01-01,Maiz,625.93,26.5,53.2,137.9,2
2020-01-01,Maiz,506.31,28.8,27.7,124.4,0
2020-01-01,Maiz,600.09,29.7,60.3,126.1,1
2020-01-01,Maiz,663.16,28.9,52.3,127.3,2
2020-01-01,Cebolla,1269.64,26.4,20.5,132.8,1
2020-01-01,Cebolla,976.57,30.0,55.7,142.9,1
2020-01-01,Cebolla,373.79,29.4,38.8,124.0,2
2020-01-01,Cebolla,505.57,29.8,53.1,138.0,2
2020-01-01,Cebolla,783.93,27.3,18.9,144.4,2
2020-01-01,Cebolla,970.0,28.3,23.7,122.3,2
2020-01-01,Esparrago,1985.61,27.9,22.2,141.2,2
2020-01-01,Esparrago,3049.12,30.6,39.9,144.4,2
2020-01-01,Esparrago,2984.22,29.1,52.9,134.6,2
2020-01-01,Esparrago,2274.78,31.2,34.3,130.7,2
2020-01-01,Esparrago,2038.93,26.9,27.4,128.0,1
2020-01-01,Esparrago,2963.65,27.8,29.6,137.1,2
2020-02-01,Arroz,1380.86,26.5,40.2,131.8,1
2020-02-01,Arroz,1151.72,27.5,19.5,131.4,1
2020-02-01,Arroz,1041.11,27.4,54.3,148.2,2
2020-02-01,Arroz,1072.76,26.8,33.2,138.9,2
2020-02-01,Arroz,913.91,27.7,45.6,146.5,2
2020-02-01,Arroz,1085.25,30.2,52.3,125.0,2
2020-02-01,Maiz,646.9,30.5,19.9,134.7,1
2020-02-01,Maiz,923.11,26.8,19.2,137.6,1
2020-02-01,Maiz,569.72,29.8,26.6,129.0,1
2020-02-01,Maiz,697.41,25.5,37.4,142.6,2
2020-02-01,Maiz,952.14,29.1,38.7,122.3,1
2020-02-01,Maiz,570.52,27.6,43.0,133.8,2
2020-02-01,Cebolla,717.78,25.5,25.8,136.0,0
2020-02-01,Cebolla,804.27,28.5,60.9,130.7,2
2020-02-01,Cebolla,851.4,25.8,44.6,145.7,1
2020-02-01,Cebolla,888.95,29.5,44.9,132.1,1
2020-02-01,Cebolla,857.56,29.9,53.3,131.5,2
2020-02-01,Cebolla,1028.85,27.2,35.7,131.3,2
2020-02-01,Esparrago,2340.94,31.3,26.4,133.3,2
2020-02-01,Esparrago,1616.27,27.3,29.6,132.7,2
2020-02-01,Esparrago,1708.37,28.2,29.8,126.2,2
2020-02-01,Esparrago,2111.45,28.5,40.5,132.1,1
2020-02-01,Esparrago,1929.39,30.5,60.0,124.8,1
2020-02-01,Esparrago,2023.79,27.9,32.8,133.1,1
2020-03-01,Arroz,1056.65,29.3,54.3,157.2,2
2020-03-01,Arroz,869.41,29.8,27.3,141.1,1
2020-03-01,Arroz,788.77,28.1,53.6,138.2,2
2020-03-01,Arroz,1078.7,26.6,49.9,134.3,0
2020-03-01,Arroz,914.43,28.9,48.0,136.6,2
2020-03-01,Arroz,689.18,26.2,24.9,130.2,2
2020-03-01,Maiz,506.83,27.7,43.6,149.3,2
2020-03-01,Maiz,578.62,30.1,36.1,138.3,1
2020-03-01,Maiz,453.49,26.8,28.4,116.1,2
2020-03-01,Maiz,676.54,29.4,53.7,129.2,2
2020-03-01,Maiz,811.81,28.2,40.9,133.2,1
2020-03-01,Maiz,574.15,28.6,33.3,118.1,2
2020-03-01,Cebolla,385.23,30.0,47.0,137.6,0
2020-03-01,Cebolla,893.78,30.0,41.0,124.7,1
2020-03-01,Cebolla,1130.1,29.5,24.5,135.3,1
2020-03-01,Cebolla,1045.65,27.3,49.5,127.7,1
2020-03-01,Cebolla,518.52,29.5,38.4,134.7,1
2020-03-01,Cebolla,625.46,29.5,25.1,121.6,1
2020-03-01,Esparrago,2825.4,30.5,52.4,143.2,2
2020-03-01,Esparrago,2078.35,25.9,53.6,132.0,2
2020-03-01,Esparrago,2363.7,26.7,40.9,125.9,2
2020-03-01,Esparrago,3150.32,25.1,19.6,130.3,0
2020-03-01,Esparrago,3510.31,26.9,26.8,125.7,1
2020-03-01,Esparrago,1782.77,27.4,43.0,139.2,1
2020-04-01,Arroz,826.03,22.5,14.5,139.5,0
2020-04-01,Arroz,1130.13,22.8,12.7,140.0,0
2020-04-01,Arroz,1073.85,23.4,2.5,126.9,1
2020-04-01,Arroz,1041.3,25.2,14.1,132.4,0
2020-04-01,Arroz,961.64,22.7,6.7,141.9,2
2020-04-01,Arroz,1306.03,25.0,15.2,144.7,0
2020-04-01,Maiz,831.5,25.7,11.3,130.3,0
2020-04-01,Maiz,742.68,22.6,4.5,145.7,0
2020-04-01,Maiz,797.76,25.3,9.9,143.6,2
2020-04-01,Maiz,639.73,25.0,9.8,129.5,0
2020-04-01,Maiz,813.04,25.5,9.8,136.4,0
2020-04-01,Maiz,592.51,26.5,14.3,135.0,1
2020-04-01,Cebolla,992.42,22.6,13.7,157.0,1
2020-04-01,Cebolla,563.24,24.0,10.8,132.1,0
2020-04-01,Cebolla,976.45,24.4,10.6,135.9,0
2020-04-01,Cebolla,707.68,21.5,4.8,137.9,0
2020-04-01,Cebolla,971.13,26.1,10.7,138.2,1
2020-04-01,Cebolla,627.77,25.2,4.4,142.6,1
2020-04-01,Esparrago,1695.7,21.5,6.8,128.7,0
2020-04-01,Esparrago,1802.71,22.3,10.9,140.7,1
2020-04-01,Esparrago,3324.77,23.5,9.2,128.1,0
2020-04-01,Esparrago,2832.13,25.2,9.3,124.2,0
2020-04-01,Esparrago,2656.59,23.6,4.5,133.7,2
2020-04-01,Esparrago,2712.59,24.1,5.8,138.5,0
2020-05-01,Arroz,968.29,22.7,14.4,135.2,0
2020-05-01,Arroz,1209.02,23.9,8.7,131.8,0
2020-05-01,Arroz,1022.82,24.8,12.1,136.6,1
2020-05-01,Arroz,1013.89,23.7,5.2,142.3,1
2020-05-01,Arroz,764.39,23.4,13.7,147.6,0
2020-05-01,Arroz,772.45,23.8,13.4,137.7,0
2020-05-01,Maiz,551.0,24.4,14.5,131.5,0
2020-05-01,Maiz,714.82,21.9,14.0,134.8,0
2020-05-01,Maiz,598.37,26.0,8.4,130.3,0
2020-05-01,Maiz,530.61,22.3,4.2,145.0,0
2020-05-01,Maiz,747.62,24.4,3.8,135.0,0
2020-05-01,Maiz,573.3,25.0,9.0,128.6,0
2020-05-01,Cebolla,1124.96,24.1,7.2,139.8,0
2020-05-01,Cebolla,1028.12,26.5,11.0,145.1,0
2020-05-01,Cebolla,900.85,24.5,14.1,132.1,0
2020-05-01,Cebolla,966.69,25.4,9.0,129.6,0
2020-05-01,Cebolla,405.28,23.4,16.3,126.9,0
2020-05-01,Cebolla,413.77,25.4,14.1,128.3,0
2020-05-01,Esparrago,2670.61,22.5,9.7,136.9,2
2020-05-01,Esparrago,2539.74,21.7,10.5,133.5,1
2020-05-01,Esparrago,4138.5,22.5,11.5,142.8,0
2020-05-01,Esparrago,3159.19,21.9,10.9,130.9,0
2020-05-01,Esparrago,2945.92,21.8,9.0,127.8,0
2020-05-01,Esparrago,2075.18,23.3,15.3,132.5,0
2020-06-01,Arroz,1179.96,22.6,9.6,141.2,0
2020-06-01,Arroz,872.78,23.0,14.1,147.1,1
2020-06-01,Arroz,793.94,25.3,15.8,136.0,0
2020-06-01,Arroz,1173.3,27.2,5.5,136.8,1
2020-06-01,Arroz,855.71,23.8,6.4,131.8,1
2020-06-01,Arroz,1043.83,25.8,7.3,143.4,1
2020-06-01,Maiz,793.68,25.3,16.2,136.9,1
2020-06-01,Maiz,696.45,22.1,7.1,125.0,1
2020-06-01,Maiz,659.25,25.2,7.3,155.3,0
2020-06-01,Maiz,542.53,25.1,11.5,140.8,1
2020-06-01,Maiz,685.36,23.5,15.8,145.5,0
2020-06-01,Maiz,711.97,21.9,10.9,142.6,0
2020-06-01,Cebolla,314.84,24.2,6.4,141.4,1
2020-06-01,Cebolla,779.0,24.4,6.9,140.1,0
2020-06-01,Cebolla,1046.32,26.0,15.7,146.6,0
2020-06-01,Cebolla,406.04,23.2,3.3,144.6,0
2020-06-01,Cebolla,963.55,25.5,11.2,136.0,0
2020-06-01,Cebolla,287.01,23.7,19.8,144.1,1
2020-06-01,Esparrago,3359.0,23.3,4.7,146.7,0
2020-06-01,Esparrago,1726.04,22.5,11.1,134.4,1
2020-06-01,Esparrago,3274.0,25.2,6.6,135.0,0
2020-06-01,Esparrago,1409.73,21.1,13.1,144.8,2
2020-06-01,Esparrago,3183.77,25.0,4.6,130.1,0
2020-06-01,Esparrago,3523.25,25.1,12.1,150.8,0
2020-07-01,Arroz,942.77,17.3,0.7,144.7,0
2020-07-01,Arroz,1162.43,21.9,4.2,144.3,0
2020-07-01,Arroz,888.26,20.9,5.4,136.5,0
2020-07-01,Arroz,1236.11,18.5,6.3,147.7,1
2020-07-01,Arroz,1471.63,18.3,2.7,146.7,0
2020-07-01,Arroz,1275.94,18.1,3.1,155.1,0
2020-07-01,Maiz,576.38,22.5,2.6,146.8,1
2020-07-01,Maiz,733.95,19.0,0.4,142.6,0
2020-07-01,Maiz,565.31,18.5,1.6,136.7,0
2020-07-01,Maiz,764.69,22.0,3.3,144.2,0
2020-07-01,Maiz,846.6,22.7,5.2,146.2,0
2020-07-01,Maiz,544.71,22.3,2.6,154.4,0
2020-07-01,Cebolla,878.43,17.3,6.7,139.1,0
2020-07-01,Cebolla,726.03,17.1,3.7,141.2,0
2020-07-01,Cebolla,1012.25,23.2,5.9,147.0,0
2020-07-01,Cebolla,725.94,19.9,6.3,140.7,0
2020-07-01,Cebolla,947.13,21.2,2.6,144.2,0
2020-07-01,Cebolla,635.65,17.4,6.2,152.8,0
